Date,Province,Total Cases,Total Deaths,Total Recovered,Island
9/3/2022,,5826589,151135,5258235,
9/3/2022,Jambi,36509,827,33226,Sumatera
9/3/2022,Jawa Barat,1058652,15337,924173,Jawa
9/3/2022,Jawa Tengah,603301,31843,536251,Jawa
9/3/2022,Jawa Timur,559953,30815,513730,Jawa
9/3/2022,Kalimantan Barat,58503,1099,50858,Kalimantan
9/3/2022,Kalimantan Selatan,83401,2495,77813,Kalimantan
9/3/2022,Kalimantan Tengah,54067,1473,49372,Kalimantan
9/3/2022,Kalimantan Timur,200212,5593,180986,Kalimantan
9/3/2022,Kalimantan Utara,42617,826,36942,Kalimantan
9/3/2022,Kepulauan Bangka Belitung,62711,1521,56737,Sumatera
9/3/2022,Kepulauan Riau,67375,1802,57229,Sumatera
9/3/2022,Lampung,70234,4006,51961,Sumatera
9/3/2022,Maluku,18477,284,17958,Maluku
9/3/2022,Maluku Utara,14097,315,12957,Maluku
9/3/2022,Nusa Tenggara Barat,35809,880,33647,Nusa Tenggara
9/3/2022,Nusa Tenggara Timur,83533,1408,71685,Nusa Tenggara
9/3/2022,Papua,47227,572,35579,Papua
9/3/2022,Papua Barat,30531,369,28646,Papua
9/3/2022,Riau,146766,4261,136671,Sumatera
9/3/2022,Sulawesi Barat,14824,374,13212,Sulawesi
9/3/2022,Sulawesi Selatan,140256,2404,125299,Sulawesi
9/3/2022,Sulawesi Tengah,56876,1652,50200,Sulawesi
9/3/2022,Sulawesi Tenggara,25218,555,23656,Sulawesi
9/3/2022,Sulawesi Utara,50780,1148,42377,Sulawesi
9/3/2022,Sumatera Barat,101583,2244,93461,Sumatera
9/3/2022,Sumatera Selatan,79073,3235,68954,Sumatera
9/3/2022,Sumatera Utara,150393,3062,129236,Sumatera
10/3/2022,Aceh,42037,2119,37840,Sumatera
10/3/2022,Bali,154643,4509,147927,Nusa Tenggara
10/3/2022,Banten,278896,2885,251373,Jawa
10/3/2022,Bengkulu,28503,496,24686,Sumatera
10/3/2022,DKI Jakarta,1211473,14874,1168565,Jawa
10/3/2022,Daerah Istimewa Yogyakarta,210619,5552,169656,Jawa
10/3/2022,Gorontalo,13591,466,12529,Sulawesi
10/3/2022,,5847900,151413,5296634,
10/3/2022,Jambi,36718,830,33426,Sumatera
10/3/2022,Jawa Barat,1063228,15360,937351,Jawa
10/3/2022,Jawa Tengah,605943,31934,540343,Jawa
10/3/2022,Jawa Timur,561528,30856,516105,Jawa
10/3/2022,Kalimantan Barat,58994,1099,51835,Kalimantan
10/3/2022,Kalimantan Selatan,83493,2497,78041,Kalimantan
10/3/2022,Kalimantan Tengah,54205,1473,49675,Kalimantan
10/3/2022,Kalimantan Timur,200929,5599,182220,Kalimantan
10/3/2022,Kalimantan Utara,43089,828,37350,Kalimantan
10/3/2022,Kepulauan Bangka Belitung,63059,1525,57177,Sumatera
10/3/2022,Kepulauan Riau,67613,1804,58004,Sumatera
10/3/2022,Lampung,70631,4010,52466,Sumatera
10/3/2022,Maluku,18485,284,17983,Maluku
10/3/2022,Maluku Utara,14112,315,12979,Maluku
10/3/2022,Nusa Tenggara Barat,35829,880,33800,Nusa Tenggara
10/3/2022,Nusa Tenggara Timur,84199,1413,72431,Nusa Tenggara
10/3/2022,Papua,47313,573,35579,Papua
10/3/2022,Papua Barat,30619,369,28701,Papua
10/3/2022,Riau,147319,4269,137162,Sumatera
10/3/2022,Sulawesi Barat,14892,374,13296,Sulawesi
10/3/2022,Sulawesi Selatan,140613,2414,126450,Sulawesi
10/3/2022,Sulawesi Tengah,57262,1655,50690,Sulawesi
10/3/2022,Sulawesi Tenggara,25244,557,23752,Sulawesi
10/3/2022,Sulawesi Utara,50864,1152,42850,Sulawesi
10/3/2022,Sumatera Barat,101770,2250,93629,Sumatera
10/3/2022,Sumatera Selatan,79252,3244,69765,Sumatera
10/3/2022,Sumatera Utara,150911,3067,131370,Sumatera
11/3/2022,Aceh,42158,2121,37926,Sumatera
11/3/2022,Bali,154769,4513,148194,Nusa Tenggara
11/3/2022,Banten,279788,2891,253480,Jawa
11/3/2022,Bengkulu,28565,496,24693,Sumatera
11/3/2022,DKI Jakarta,1214021,14887,1174164,Jawa
11/3/2022,Daerah Istimewa Yogyakarta,211468,5567,171089,Jawa
11/3/2022,Gorontalo,13610,466,12560,Sulawesi
11/3/2022,,5864010,151703,5335846,
11/3/2022,Jambi,36835,835,33596,Sumatera
11/3/2022,Jawa Barat,1066978,15388,949334,Jawa
11/3/2022,Jawa Tengah,607663,32027,543419,Jawa
11/3/2022,Jawa Timur,562922,30897,518612,Jawa
11/3/2022,Kalimantan Barat,59488,1102,52534,Kalimantan
11/3/2022,Kalimantan Selatan,83579,2497,78217,Kalimantan
11/3/2022,Kalimantan Tengah,54282,1476,50093,Kalimantan
11/3/2022,Kalimantan Timur,201472,5609,183829,Kalimantan
11/3/2022,Kalimantan Utara,43392,828,37724,Kalimantan
11/3/2022,Kepulauan Bangka Belitung,63305,1528,57699,Sumatera
11/3/2022,Kepulauan Riau,67806,1807,58064,Sumatera
11/3/2022,Lampung,70895,4012,52937,Sumatera
11/3/2022,Maluku,18487,284,17992,Maluku
11/3/2022,Maluku Utara,14133,316,13017,Maluku
11/3/2022,Nusa Tenggara Barat,35847,881,33997,Nusa Tenggara
11/3/2022,Nusa Tenggara Timur,84553,1417,73105,Nusa Tenggara
11/3/2022,Papua,47378,574,35579,Papua
11/3/2022,Papua Barat,30682,369,28932,Papua
11/3/2022,Riau,147704,4282,137671,Sumatera
11/3/2022,Sulawesi Barat,14928,374,13364,Sulawesi
11/3/2022,Sulawesi Selatan,140900,2417,127566,Sulawesi
11/3/2022,Sulawesi Tengah,57537,1656,51026,Sulawesi
11/3/2022,Sulawesi Tenggara,25268,558,23858,Sulawesi
11/3/2022,Sulawesi Utara,50905,1156,44440,Sulawesi
11/3/2022,Sumatera Barat,101965,2256,93842,Sumatera
11/3/2022,Sumatera Selatan,79360,3251,70605,Sumatera
11/3/2022,Sumatera Utara,151341,3085,133057,Sumatera
12/3/2022,Aceh,42270,2124,38005,Sumatera
12/3/2022,Bali,154921,4513,148498,Nusa Tenggara
12/3/2022,Banten,280564,2894,254589,Jawa
12/3/2022,Bengkulu,28612,497,24698,Sumatera
12/3/2022,DKI Jakarta,1216126,14911,1178267,Jawa
12/3/2022,Daerah Istimewa Yogyakarta,212299,5579,172450,Jawa
12/3/2022,Gorontalo,13630,466,12581,Sulawesi
12/3/2022,,5878910,151951,5369579,
12/3/2022,Jambi,36945,838,33930,Sumatera
12/3/2022,Jawa Barat,1070290,15401,959399,Jawa
12/3/2022,Jawa Tengah,608938,32087,545782,Jawa
12/3/2022,Jawa Timur,564087,30941,520936,Jawa
12/3/2022,Kalimantan Barat,59963,1104,53021,Kalimantan
12/3/2022,Kalimantan Selatan,83637,2500,78527,Kalimantan
12/3/2022,Kalimantan Tengah,54377,1482,50310,Kalimantan
12/3/2022,Kalimantan Timur,201946,5618,185235,Kalimantan
12/3/2022,Kalimantan Utara,43602,830,37898,Kalimantan
12/3/2022,Kepulauan Bangka Belitung,63501,1528,58051,Sumatera
12/3/2022,Kepulauan Riau,68000,1808,58951,Sumatera
12/3/2022,Lampung,71258,4019,53390,Sumatera
12/3/2022,Maluku,18491,284,18003,Maluku
12/3/2022,Maluku Utara,14169,317,13027,Maluku
12/3/2022,Nusa Tenggara Barat,35868,881,34032,Nusa Tenggara
12/3/2022,Nusa Tenggara Timur,85395,1420,74279,Nusa Tenggara
12/3/2022,Papua,47428,574,35579,Papua
12/3/2022,Papua Barat,30736,369,28979,Papua
12/3/2022,Riau,148046,4291,138454,Sumatera
12/3/2022,Sulawesi Barat,15004,374,13469,Sulawesi
12/3/2022,Sulawesi Selatan,141280,2421,128824,Sulawesi
12/3/2022,Sulawesi Tengah,57813,1657,51457,Sulawesi
12/3/2022,Sulawesi Tenggara,25285,558,23936,Sulawesi
12/3/2022,Sulawesi Utara,50963,1163,45771,Sulawesi
12/3/2022,Sumatera Barat,102181,2259,94180,Sumatera
12/3/2022,Sumatera Selatan,79469,3262,71221,Sumatera
12/3/2022,Sumatera Utara,151789,3099,134238,Sumatera
3/13/2022,Aceh,42320,2128,38080,Sumatera
3/13/2022,Bali,155022,4518,148673,Nusa Tenggara
3/13/2022,Banten,281315,2897,255595,Jawa
3/13/2022,Bengkulu,28671,498,24869,Sumatera
3/13/2022,DKI Jakarta,1218000,14946,1180865,Jawa
3/13/2022,Daerah Istimewa Yogyakarta,213080,5589,173769,Jawa
3/13/2022,Gorontalo,13665,466,12623,Sulawesi
3/13/2022,,5890495,152166,5395433,
3/13/2022,Jambi,37097,843,34287,Sumatera
3/13/2022,Jawa Barat,1072672,15417,963467,Jawa
3/13/2022,Jawa Tengah,610052,32127,547865,Jawa
3/13/2022,Jawa Timur,564683,30963,522869,Jawa
3/13/2022,Kalimantan Barat,60283,1107,53635,Kalimantan
3/13/2022,Kalimantan Selatan,83678,2503,79545,Kalimantan
3/13/2022,Kalimantan Tengah,54472,1484,50520,Kalimantan
3/13/2022,Kalimantan Timur,202300,5622,186085,Kalimantan
3/13/2022,Kalimantan Utara,43781,830,37991,Kalimantan
3/13/2022,Kepulauan Bangka Belitung,63675,1531,58420,Sumatera
3/13/2022,Kepulauan Riau,68159,1819,60372,Sumatera
3/13/2022,Lampung,71558,4023,53894,Sumatera
3/13/2022,Maluku,18497,284,18009,Maluku
3/13/2022,Maluku Utara,14183,317,13048,Maluku
3/13/2022,Nusa Tenggara Barat,35880,881,34177,Nusa Tenggara
3/13/2022,Nusa Tenggara Timur,85988,1425,75115,Nusa Tenggara
3/13/2022,Papua,47486,574,35579,Papua
3/13/2022,Papua Barat,30766,370,29069,Papua
3/13/2022,Riau,148314,4298,139191,Sumatera
3/13/2022,Sulawesi Barat,15045,375,13539,Sulawesi
3/13/2022,Sulawesi Selatan,141435,2427,129836,Sulawesi
3/13/2022,Sulawesi Tengah,58065,1659,51867,Sulawesi
3/13/2022,Sulawesi Tenggara,25313,558,23985,Sulawesi
3/13/2022,Sulawesi Utara,51000,1166,47638,Sulawesi
3/13/2022,Sumatera Barat,102307,2260,94249,Sumatera
3/13/2022,Sumatera Selatan,79561,3270,71714,Sumatera
3/13/2022,Sumatera Utara,152145,3111,135370,Sumatera
3/14/2022,Aceh,42363,2131,38195,Sumatera
3/14/2022,Bali,155117,4521,148976,Nusa Tenggara
3/14/2022,Banten,281788,2898,261787,Jawa
3/14/2022,Bengkulu,28713,502,25047,Sumatera
3/14/2022,DKI Jakarta,1219307,14979,1184860,Jawa
3/14/2022,Daerah Istimewa Yogyakarta,213639,5606,175352,Jawa
3/14/2022,Gorontalo,13692,467,12685,Sulawesi
3/14/2022,,5900124,152437,5434729,
3/14/2022,Jambi,37150,845,34491,Sumatera
3/14/2022,Jawa Barat,1074514,15446,973030,Jawa
3/14/2022,Jawa Tengah,610979,32190,551108,Jawa
3/14/2022,Jawa Timur,565521,31000,525233,Jawa
3/14/2022,Kalimantan Barat,60530,1110,54408,Kalimantan
3/14/2022,Kalimantan Selatan,83696,2506,79632,Kalimantan
3/14/2022,Kalimantan Tengah,54533,1484,50844,Kalimantan
3/14/2022,Kalimantan Timur,202814,5627,187478,Kalimantan
3/14/2022,Kalimantan Utara,43960,836,38340,Kalimantan
3/14/2022,Kepulauan Bangka Belitung,63765,1535,58914,Sumatera
3/14/2022,Kepulauan Riau,68334,1827,61793,Sumatera
3/14/2022,Lampung,71759,4025,54379,Sumatera
3/14/2022,Maluku,18498,284,18026,Maluku
3/14/2022,Maluku Utara,14201,317,13063,Maluku
3/14/2022,Nusa Tenggara Barat,35891,882,34415,Nusa Tenggara
3/14/2022,Nusa Tenggara Timur,86827,1429,75686,Nusa Tenggara
3/14/2022,Papua,47545,574,35579,Papua
3/14/2022,Papua Barat,30806,371,29276,Papua
3/14/2022,Riau,148523,4313,139611,Sumatera
3/14/2022,Sulawesi Barat,15082,376,13644,Sulawesi
3/14/2022,Sulawesi Selatan,141495,2432,131281,Sulawesi
3/14/2022,Sulawesi Tengah,58361,1666,52332,Sulawesi
3/14/2022,Sulawesi Tenggara,25330,558,24098,Sulawesi
3/14/2022,Sulawesi Utara,51017,1166,47710,Sulawesi
3/14/2022,Sumatera Barat,102372,2264,94577,Sumatera
3/14/2022,Sumatera Selatan,79623,3274,72230,Sumatera
3/14/2022,Sumatera Utara,152358,3118,137090,Sumatera
3/15/2022,Aceh,42638,2133,38330,Sumatera
3/15/2022,Bali,155226,4523,149159,Nusa Tenggara
3/15/2022,Banten,282468,2901,262742,Jawa
3/15/2022,Bengkulu,28751,506,25342,Sumatera
3/15/2022,DKI Jakarta,1220878,15010,1187157,Jawa
3/15/2022,Daerah Istimewa Yogyakarta,214477,5626,177051,Jawa
3/15/2022,Gorontalo,13717,468,12715,Sulawesi
3/15/2022,,5914532,152745,5462344,
3/15/2022,Jambi,37293,846,34817,Sumatera
3/15/2022,Jawa Barat,1077608,15471,980216,Jawa
3/15/2022,Jawa Tengah,612560,32280,554264,Jawa
3/15/2022,Jawa Timur,566661,31039,527184,Jawa
3/15/2022,Kalimantan Barat,61074,1112,55192,Kalimantan
3/15/2022,Kalimantan Selatan,83758,2509,79949,Kalimantan
3/15/2022,Kalimantan Tengah,54631,1484,51021,Kalimantan
3/15/2022,Kalimantan Timur,203300,5632,189037,Kalimantan
3/15/2022,Kalimantan Utara,44191,838,39120,Kalimantan
3/15/2022,Kepulauan Bangka Belitung,64022,1540,59351,Sumatera
3/15/2022,Kepulauan Riau,68531,1833,61857,Sumatera
3/15/2022,Lampung,72044,4030,54726,Sumatera
3/15/2022,Maluku,18499,286,18043,Maluku
3/15/2022,Maluku Utara,14226,317,13097,Maluku
3/15/2022,Nusa Tenggara Barat,35903,886,34442,Nusa Tenggara
3/15/2022,Nusa Tenggara Timur,87717,1432,76854,Nusa Tenggara
3/15/2022,Papua,47625,574,35579,Papua
3/15/2022,Papua Barat,30856,371,29429,Papua
3/15/2022,Riau,148858,4319,140296,Sumatera
3/15/2022,Sulawesi Barat,15155,379,13768,Sulawesi
3/15/2022,Sulawesi Selatan,141787,2436,131375,Sulawesi
3/15/2022,Sulawesi Tengah,58676,1669,52664,Sulawesi
3/15/2022,Sulawesi Tenggara,25367,560,24136,Sulawesi
3/15/2022,Sulawesi Utara,51084,1175,48249,Sulawesi
3/15/2022,Sumatera Barat,102527,2278,94760,Sumatera
3/15/2022,Sumatera Selatan,79727,3278,72566,Sumatera
3/15/2022,Sumatera Utara,152676,3124,138271,Sumatera
3/16/2022,Aceh,42881,2134,38426,Sumatera
3/16/2022,Bali,155329,4526,149382,Nusa Tenggara
3/16/2022,Banten,283121,2904,265521,Jawa
3/16/2022,Bengkulu,28816,507,25487,Sumatera
3/16/2022,DKI Jakarta,1222584,15022,1189556,Jawa
3/16/2022,Daerah Istimewa Yogyakarta,215274,5645,178336,Jawa
3/16/2022,Gorontalo,13742,469,12731,Sulawesi
3/16/2022,,5927550,152975,5494606,
3/16/2022,Jambi,37428,848,35098,Sumatera
3/16/2022,Jawa Barat,1080322,15491,989944,Jawa
3/16/2022,Jawa Tengah,614336,32343,556356,Jawa
3/16/2022,Jawa Timur,567565,31075,528954,Jawa
3/16/2022,Kalimantan Barat,61484,1115,55842,Kalimantan
3/16/2022,Kalimantan Selatan,83791,2512,80180,Kalimantan
3/16/2022,Kalimantan Tengah,54740,1488,51417,Kalimantan
3/16/2022,Kalimantan Timur,203687,5640,190114,Kalimantan
3/16/2022,Kalimantan Utara,44326,840,39413,Kalimantan
3/16/2022,Kepulauan Bangka Belitung,64186,1543,59681,Sumatera
3/16/2022,Kepulauan Riau,68682,1834,62525,Sumatera
3/16/2022,Lampung,72263,4035,55170,Sumatera
3/16/2022,Maluku,18503,286,18050,Maluku
3/16/2022,Maluku Utara,14249,318,13129,Maluku
3/16/2022,Nusa Tenggara Barat,35907,887,34484,Nusa Tenggara
3/16/2022,Nusa Tenggara Timur,88603,1433,77779,Nusa Tenggara
3/16/2022,Papua,47682,574,35579,Papua
3/16/2022,Papua Barat,30887,371,29569,Papua
3/16/2022,Riau,149060,4326,140797,Sumatera
3/16/2022,Sulawesi Barat,15194,381,13931,Sulawesi
3/16/2022,Sulawesi Selatan,142010,2437,132965,Sulawesi
3/16/2022,Sulawesi Tengah,58958,1672,53182,Sulawesi
3/16/2022,Sulawesi Tenggara,25389,560,24211,Sulawesi
3/16/2022,Sulawesi Utara,51121,1177,48548,Sulawesi
3/16/2022,Sumatera Barat,102666,2286,95045,Sumatera
3/16/2022,Sumatera Selatan,79808,3282,72900,Sumatera
3/16/2022,Sumatera Utara,152935,3136,140704,Sumatera
3/17/2022,Aceh,42998,2139,38451,Sumatera
3/17/2022,Bali,155409,4528,149575,Nusa Tenggara
3/17/2022,Banten,283777,2906,266151,Jawa
3/17/2022,Bengkulu,28847,509,25759,Sumatera
3/17/2022,DKI Jakarta,1224167,15034,1193220,Jawa
3/17/2022,Daerah Istimewa Yogyakarta,215886,5659,179713,Jawa
3/17/2022,Gorontalo,13755,472,12791,Sulawesi
3/17/2022,,5939082,153212,5523393,
3/17/2022,Jambi,37561,848,35259,Sumatera
3/17/2022,Jawa Barat,1082792,15513,998461,Jawa
3/17/2022,Jawa Tengah,615785,32403,558921,Jawa
3/17/2022,Jawa Timur,568290,31109,530495,Jawa
3/17/2022,Kalimantan Barat,61901,1116,56517,Kalimantan
3/17/2022,Kalimantan Selatan,83845,2512,80308,Kalimantan
3/17/2022,Kalimantan Tengah,54808,1489,51625,Kalimantan
3/17/2022,Kalimantan Timur,204069,5646,191581,Kalimantan
3/17/2022,Kalimantan Utara,44463,842,39640,Kalimantan
3/17/2022,Kepulauan Bangka Belitung,64357,1548,60107,Sumatera
3/17/2022,Kepulauan Riau,68835,1838,63086,Sumatera
3/17/2022,Lampung,72466,4038,55724,Sumatera
3/17/2022,Maluku,18507,286,18054,Maluku
3/17/2022,Maluku Utara,14260,321,13171,Maluku
3/17/2022,Nusa Tenggara Barat,35914,887,34561,Nusa Tenggara
3/17/2022,Nusa Tenggara Timur,89374,1437,78433,Nusa Tenggara
3/17/2022,Papua,47725,574,35579,Papua
3/17/2022,Papua Barat,30928,371,29714,Papua
3/17/2022,Riau,149290,4332,141154,Sumatera
3/17/2022,Sulawesi Barat,15242,384,14011,Sulawesi
3/17/2022,Sulawesi Selatan,142190,2439,133828,Sulawesi
3/17/2022,Sulawesi Tengah,59258,1676,53555,Sulawesi
3/17/2022,Sulawesi Tenggara,25403,560,24278,Sulawesi
3/17/2022,Sulawesi Utara,51157,1181,48797,Sulawesi
3/17/2022,Sumatera Barat,102761,2293,95352,Sumatera
3/17/2022,Sumatera Selatan,79851,3284,73180,Sumatera
3/17/2022,Sumatera Utara,153189,3160,142726,Sumatera
3/18/2022,Aceh,43092,2142,38631,Sumatera
3/18/2022,Bali,155490,4530,149743,Nusa Tenggara
3/18/2022,Banten,284313,2907,266508,Jawa
3/18/2022,Bengkulu,28879,510,26166,Sumatera
3/18/2022,DKI Jakarta,1225683,15052,1196085,Jawa
3/18/2022,Daerah Istimewa Yogyakarta,216386,5673,180863,Jawa
3/18/2022,Gorontalo,13764,472,12809,Sulawesi
3/18/2022,,5948610,153411,5549220,
3/18/2022,Jambi,37644,851,35515,Sumatera
3/18/2022,Jawa Barat,1084948,15525,1006445,Jawa
3/18/2022,Jawa Tengah,616825,32456,561142,Jawa
3/18/2022,Jawa Timur,568951,31145,531918,Jawa
3/18/2022,Kalimantan Barat,62044,1119,57163,Kalimantan
3/18/2022,Kalimantan Selatan,83876,2516,80660,Kalimantan
3/18/2022,Kalimantan Tengah,54891,1493,51811,Kalimantan
3/18/2022,Kalimantan Timur,204330,5651,192589,Kalimantan
3/18/2022,Kalimantan Utara,44637,842,39807,Kalimantan
3/18/2022,Kepulauan Bangka Belitung,64475,1551,60571,Sumatera
3/18/2022,Kepulauan Riau,68935,1839,63138,Sumatera
3/18/2022,Lampung,72658,4044,56151,Sumatera
3/18/2022,Maluku,18507,286,18122,Maluku
3/18/2022,Maluku Utara,14276,321,13176,Maluku
3/18/2022,Nusa Tenggara Barat,35919,888,34667,Nusa Tenggara
3/18/2022,Nusa Tenggara Timur,90096,1438,79481,Nusa Tenggara
3/18/2022,Papua,47769,574,35579,Papua
3/18/2022,Papua Barat,30946,371,29946,Papua
3/18/2022,Riau,149478,4340,141419,Sumatera
3/18/2022,Sulawesi Barat,15283,384,14093,Sulawesi
3/18/2022,Sulawesi Selatan,142304,2441,135061,Sulawesi
3/18/2022,Sulawesi Tengah,59430,1680,54080,Sulawesi
3/18/2022,Sulawesi Tenggara,25418,560,24338,Sulawesi
3/18/2022,Sulawesi Utara,51205,1181,48921,Sulawesi
3/18/2022,Sumatera Barat,102857,2294,95681,Sumatera
3/18/2022,Sumatera Selatan,79886,3286,73365,Sumatera
3/18/2022,Sumatera Utara,153395,3170,144035,Sumatera
3/19/2022,Aceh,43117,2146,38761,Sumatera
3/19/2022,Bali,155567,4535,149930,Nusa Tenggara
3/19/2022,Banten,284779,2908,267180,Jawa
3/19/2022,Bengkulu,28900,510,26360,Sumatera
3/19/2022,DKI Jakarta,1227168,15063,1198663,Jawa
3/19/2022,Daerah Istimewa Yogyakarta,216821,5694,182352,Jawa
3/19/2022,Gorontalo,13770,472,12831,Sulawesi
3/19/2022,,5956561,153599,5573228,
3/19/2022,Jambi,37704,854,35714,Sumatera
3/19/2022,Jawa Barat,1086668,15539,1014921,Jawa
3/19/2022,Jawa Tengah,617726,32505,562549,Jawa
3/19/2022,Jawa Timur,569421,31169,533025,Jawa
3/19/2022,Kalimantan Barat,62336,1120,57163,Kalimantan
3/19/2022,Kalimantan Selatan,83892,2516,80752,Kalimantan
3/19/2022,Kalimantan Tengah,54953,1494,51955,Kalimantan
3/19/2022,Kalimantan Timur,204535,5656,193668,Kalimantan
3/19/2022,Kalimantan Utara,44753,843,40682,Kalimantan
3/19/2022,Kepulauan Bangka Belitung,64595,1555,60942,Sumatera
3/19/2022,Kepulauan Riau,69048,1839,63277,Sumatera
3/19/2022,Lampung,72826,4054,56393,Sumatera
3/19/2022,Maluku,18510,286,18124,Maluku
3/19/2022,Maluku Utara,14311,321,13177,Maluku
3/19/2022,Nusa Tenggara Barat,35925,888,34675,Nusa Tenggara
3/19/2022,Nusa Tenggara Timur,90435,1444,80453,Nusa Tenggara
3/19/2022,Papua,47810,574,35579,Papua
3/19/2022,Papua Barat,30962,371,30029,Papua
3/19/2022,Riau,149612,4347,142148,Sumatera
3/19/2022,Sulawesi Barat,15320,384,14170,Sulawesi
3/19/2022,Sulawesi Selatan,142432,2446,135481,Sulawesi
3/19/2022,Sulawesi Tengah,59552,1683,54313,Sulawesi
3/19/2022,Sulawesi Tenggara,25421,560,24370,Sulawesi
3/19/2022,Sulawesi Utara,51220,1182,49008,Sulawesi
3/19/2022,Sumatera Barat,102958,2297,95803,Sumatera
3/19/2022,Sumatera Selatan,79946,3291,73593,Sumatera
3/19/2022,Sumatera Utara,153548,3173,144909,Sumatera
3/20/2022,Aceh,43182,2150,38812,Sumatera
3/20/2022,Bali,155623,4536,150064,Nusa Tenggara
3/20/2022,Banten,285228,2908,267880,Jawa
3/20/2022,Bengkulu,28909,510,26563,Sumatera
3/20/2022,DKI Jakarta,1228335,15076,1200913,Jawa
3/20/2022,Daerah Istimewa Yogyakarta,217334,5708,183607,Jawa
3/20/2022,Gorontalo,13781,472,12843,Sulawesi
3/20/2022,,5962483,153738,5589057,
3/20/2022,Jambi,37755,855,35867,Sumatera
3/20/2022,Jawa Barat,1087795,15549,1018392,Jawa
3/20/2022,Jawa Tengah,618384,32550,564026,Jawa
3/20/2022,Jawa Timur,569873,31182,533928,Jawa
3/20/2022,Kalimantan Barat,62476,1120,58425,Kalimantan
3/20/2022,Kalimantan Selatan,83909,2518,80854,Kalimantan
3/20/2022,Kalimantan Tengah,54987,1494,52095,Kalimantan
3/20/2022,Kalimantan Timur,204654,5659,194600,Kalimantan
3/20/2022,Kalimantan Utara,44836,844,40967,Kalimantan
3/20/2022,Kepulauan Bangka Belitung,64671,1558,61134,Sumatera
3/20/2022,Kepulauan Riau,69108,1843,63398,Sumatera
3/20/2022,Lampung,72965,4058,56540,Sumatera
3/20/2022,Maluku,18512,286,18126,Maluku
3/20/2022,Maluku Utara,14311,321,13219,Maluku
3/20/2022,Nusa Tenggara Barat,35930,888,34725,Nusa Tenggara
3/20/2022,Nusa Tenggara Timur,90682,1447,81098,Nusa Tenggara
3/20/2022,Papua,47826,574,35579,Papua
3/20/2022,Papua Barat,30969,371,30099,Papua
3/20/2022,Riau,149712,4350,142670,Sumatera
3/20/2022,Sulawesi Barat,15331,385,14217,Sulawesi
3/20/2022,Sulawesi Selatan,142506,2446,135909,Sulawesi
3/20/2022,Sulawesi Tengah,59599,1684,54472,Sulawesi
3/20/2022,Sulawesi Tenggara,25425,560,24410,Sulawesi
3/20/2022,Sulawesi Utara,51238,1183,49170,Sulawesi
3/20/2022,Sumatera Barat,103001,2298,95900,Sumatera
3/20/2022,Sumatera Selatan,79978,3298,73740,Sumatera
3/20/2022,Sumatera Utara,153638,3177,145345,Sumatera
3/21/2022,Aceh,43193,2154,38906,Sumatera
3/21/2022,Bali,155679,4537,150232,Nusa Tenggara
3/21/2022,Banten,285579,2908,268720,Jawa
3/21/2022,Bengkulu,28921,511,26876,Sumatera
3/21/2022,DKI Jakarta,1229197,15082,1202731,Jawa
3/21/2022,Daerah Istimewa Yogyakarta,217549,5716,184913,Jawa
3/21/2022,Gorontalo,13785,472,12869,Sulawesi
3/21/2022,,5967182,153892,5609945,
3/21/2022,Jambi,37769,856,35993,Sumatera
3/21/2022,Jawa Barat,1088802,15565,1024110,Jawa
3/21/2022,Jawa Tengah,619045,32592,565674,Jawa
3/21/2022,Jawa Timur,570101,31200,534877,Jawa
3/21/2022,Kalimantan Barat,62574,1122,58845,Kalimantan
3/21/2022,Kalimantan Selatan,83913,2518,80885,Kalimantan
3/21/2022,Kalimantan Tengah,55008,1496,52250,Kalimantan
3/21/2022,Kalimantan Timur,204824,5662,195576,Kalimantan
3/21/2022,Kalimantan Utara,44881,846,41357,Kalimantan
3/21/2022,Kepulauan Bangka Belitung,64728,1562,61430,Sumatera
3/21/2022,Kepulauan Riau,69157,1846,63455,Sumatera
3/21/2022,Lampung,73058,4076,57199,Sumatera
3/21/2022,Maluku,18514,286,18137,Maluku
3/21/2022,Maluku Utara,14323,321,13220,Maluku
3/21/2022,Nusa Tenggara Barat,35932,889,34745,Nusa Tenggara
3/21/2022,Nusa Tenggara Timur,90920,1457,82701,Nusa Tenggara
3/21/2022,Papua,47902,574,35579,Papua
3/21/2022,Papua Barat,30984,372,30216,Papua
3/21/2022,Riau,149792,4356,143040,Sumatera
3/21/2022,Sulawesi Barat,15346,385,14341,Sulawesi
3/21/2022,Sulawesi Selatan,142545,2450,136422,Sulawesi
3/21/2022,Sulawesi Tengah,59684,1689,54875,Sulawesi
3/21/2022,Sulawesi Tenggara,25429,560,24469,Sulawesi
3/21/2022,Sulawesi Utara,51251,1183,49211,Sulawesi
3/21/2022,Sumatera Barat,103026,2299,96185,Sumatera
3/21/2022,Sumatera Selatan,79994,3300,74269,Sumatera
3/21/2022,Sumatera Utara,153757,3185,146169,Sumatera
3/22/2022,Aceh,43281,2157,39093,Sumatera
3/22/2022,Bali,155755,4538,150340,Nusa Tenggara
3/22/2022,Banten,286078,2909,277456,Jawa
3/22/2022,Bengkulu,28954,512,27079,Sumatera
3/22/2022,DKI Jakarta,1230209,15094,1205651,Jawa
3/22/2022,Daerah Istimewa Yogyakarta,217881,5727,186313,Jawa
3/22/2022,Gorontalo,13797,472,12935,Sulawesi
3/22/2022,,5974646,154062,5639029,
